"","WDPA_PID","BIOME","IUCN_CAT","IUCN_GROUP","GIS_AREA","PA_Area","BUFF_Area","CONTINENT","LAT","LONG","PA_FPAR_COUNT","PA_FPAR_MEAN","BUFF_FPAR_MEAN","PA_DUR_COUNT","PA_DUR_MEAN","BUFF_DUR_MEAN","PA_IGN_COUNT","PA_IGN_MEAN","BUFF_IGN_MEAN","PA_HFP_COUNT","PA_HFP_MEAN","BUFF_HFP_MEAN","PA_NAT_AREA_COUNT","PA_NAT_AREA","BUFF_NAT_AREA","PA_HET_COUNT","PA_HET","BUFF_HET","PA_BA_COUNT","PA_BA","BUFF_BA"
"1","10",1,"II","A",778.7630591,7.73e+08,6.336e+09,"SA",-23.66063,-64.80336,983,-11.7711088504578,-11.4137157107232,2,-9.71323680877686,-6.47250938415527,2,-12.5473480224609,-10.0771610736847,776,-0.228092785348597,1.53251262453168,10029,-1e+06,-61999616,8891,0,0,NA,NA,NA
"2","100",4,"II","A",76.38257337,7.6e+07,2.516e+09,"SA",-32.96269,-71.07707,107,-135.990654205607,-161.289908256881,NA,NA,NA,NA,NA,NA,75,-1.37333331425985,0.900244144683189,983,0,-2e+07,948,0,-1,NA,NA,NA
"3","1000",13,"II","A",146.2823308,1.42e+08,2462000128,"NTA",37.58402,-112.1828,213,-3.43192488262911,69.2404929577465,1,0,0,1,0,0,144,0.0972222222222222,0.211424139526409,1888,0,0,1934,1,1,NA,NA,NA
"4","10000",1,"IV","A",35.79877871,3.6e+07,1568999936,"AS",4.040024,101.3654,42,6.42857142857143,14.8428618098661,NA,NA,NA,NA,NA,NA,33,-6.39393942283862,-1.93406594779827,467,0,1.2e+07,378,0,0,NA,NA,NA
"5","100017",8,"II","A",1978.305052,1980999936,7616999936,"EU",43.95545,78.63287,3111,-44.3686917389907,-44.5634446397188,6,0,0.0909090909090909,6,0,0.0909090909090909,1970,-0.00101522770024798,-0.434115642002061,25524,-8e+06,-53000192,28297,1,0,NA,NA,NA
"6","100024",1,"II","A",36.42023187,3e+07,3718000128,"AS",24.45463,118.365,24,45.9166666666667,-88.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,0,1.1e+07,390,1,-1,NA,NA,NA
"7","10006",1,"V","B",13.64306566,1.4e+07,6.65e+08,"AS",3.237903,101.7513,13,68,-24.3645500228415,NA,NA,NA,NA,NA,NA,15,2.13333346048991,0.652564121922876,170,0,-1e+06,124,0,0,NA,NA,NA
"8","100206",6,"Ib","A",3594.586352,3616999936,8131999744,"NTA",57.85651,-96.02158,6895,-269.015083393764,-111.7803514377,9,-34.0549254947238,-4.8402775035185,9,-2.31882701110509,0.0669697461759343,3619,-0.00221045219958351,0.0325775183846789,46412,-68999936,2.4e+07,62849,-1,0,NA,NA,NA
"9","10021",1,"IV","A",0.851148188,1e+06,5.53e+08,"AS",3.083605,101.7474,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2.98653201038531,NA,NA,NA,10,-1,0,NA,NA,NA
"10","100285",5,"Ib","A",1083.194148,1.092e+09,2801999872,"NTA",50.25731,-122.0033,1958,5.51276813074566,122.571322041121,3,0,-2.875,3,0,-0.416666666666667,1085,-0.00368663594470046,0.0144009216246517,13970,-999936,-999936,17638,0,0,NA,NA,NA
"11","100672_A",11,"II","A",9566.865646,9450000384,6945999872,"NTA",69.09697,-139.8567,30778,22.6584898303983,-17.814982894645,31,-0.73868618857476,0,31,-0.585483862507728,0,9397,0,1.31396046073417e-06,121922,0,0,276696,0,0,NA,NA,NA
"12","100676_A",11,"II","A",12021.45539,11646000128,14789000192,"NTA",73.72901,-119.588,47640,43.7441855583543,18.4156220485962,55,0,0,55,0,0,11566,0,0,149968,0,0,427878,0,0,NA,NA,NA
"13","100682",5,"II","A",0.662234753,NA,3.49e+08,"NTA",51.79884,-114.8577,2,65,141.0370273794,NA,NA,NA,NA,NA,NA,1,-1,-1.09642681095802,9,0,-1e+06,12,0,1,NA,NA,NA
"14","100696",8,"II","A",0.874951137,1e+06,NA,"NTA",53.41963,-112.8838,2,242,177.590895911858,NA,NA,NA,NA,NA,NA,1,-2,-2.87115898945261,NA,NA,NA,13,0,0,NA,NA,NA
"15","100699",NA,NA,NA,NA,NA,1.202e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","10070",1,"Ia","A",1.644626699,1e+06,1.8e+08,"AS",5.327486,118.7563,1,47,-8.18744473916888,NA,NA,NA,NA,NA,NA,1,2,5.83254003227095,23,0,9.4e+07,17,0,0,NA,NA,NA
"17","100705",6,"II","A",2.677331864,4e+06,2.13e+09,"NTA",54.35545,-115.0394,6,90,55.8383600377003,NA,NA,NA,NA,NA,NA,2,0,0.041705713081047,34,0,4e+06,51,0,1,NA,NA,NA
"18","100708",8,"II","A",2.578652442,2e+06,9.3e+08,"NTA",52.89445,-114.3521,6,202.5,237.994069107788,NA,NA,NA,NA,NA,NA,4,1,-2.36312055229859,38,0,1.1e+07,54,0,0,NA,NA,NA
"19","10071",1,"Ia","A",5.644512665,5e+06,3e+06,"AS",5.139399,118.1363,8,54,-4.28181818181818,NA,NA,NA,NA,NA,NA,4,7.25046843290329,6.50028459363011,73,0,0,60,0,0,NA,NA,NA
"20","100719",1,"VI","B",310.5643457,3.13e+08,3.8e+09,"SA",1.239804,-76.77825,357,-130.103641456583,-179.562273550725,NA,NA,NA,NA,NA,NA,309,1.83171518180748,1.6467648538585,4006,-1e+06,27000064,3248,1,0,NA,NA,NA
"21","100720",1,"VI","B",303.2829065,3.03e+08,3000999936,"SA",6.692229,-76.32821,357,82.140056022409,-15.7566191446029,1,0,-1.58333325386047,1,0,0.75,301,1.83388704160519,0.753795772586844,3910,1e+06,31000064,3196,1,0,NA,NA,NA
"22","100721",1,"VI","B",88.69811369,9.5e+07,3559000064,"SA",6.186088,-75.49818,104,-17.1346153846154,36.6221555388847,NA,NA,NA,NA,NA,NA,92,-0.782608716384224,-0.380511083552021,1138,0,-51000064,918,1,0,NA,NA,NA
"23","100722",1,"VI","B",300.5869267,3.05e+08,1.268e+09,"SA",6.483285,-76.15797,347,97.9423631123919,10.7962047835541,1,0,0.5,1,0,0.833333333333333,300,0.876666649977366,0.739713356057307,3866,2e+06,1.6e+07,3162,1,-1,NA,NA,NA
"24","100723",1,"VI","B",47.87398909,4.8e+07,2420999936,"SA",5.702353,-72.61123,54,252.87037037037,75.9996475149806,NA,NA,NA,NA,NA,NA,52,0.326923076923077,0.321043906373828,616,0,-5999872,506,0,1,NA,NA,NA
"25","100724",1,"VI","B",17.88997191,1.8e+07,2400999936,"SA",5.16886,-73.21428,21,158.047619047619,-54.6124777183601,NA,NA,NA,NA,NA,NA,20,0,0.26230251282031,232,2e+06,49999872,186,-1,-1,NA,NA,NA
"26","100725",1,"VI","B",16.00761183,1.6e+07,7.5e+07,"SA",5.801446,-73.51726,18,-4.27777777777778,-37.7980733605039,NA,NA,NA,NA,NA,NA,16,0.249999970197678,0.412788167939387,204,0,-1e+06,169,0,1,NA,NA,NA
"27","100726",1,"VI","B",0.513456872,NA,9.7e+07,"SA",5.499296,-73.41549,1,-69,-56.6953699697101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,NA,NA,NA
"28","100727",1,"VI","B",50.23126062,5e+07,8.64e+08,"SA",5.084112,-75.40516,58,103.034482758621,49.9056851790996,NA,NA,NA,NA,NA,NA,49,2.95918357615568,1.17129806170774,642,0,1.2e+07,528,0,1,NA,NA,NA
"29","100732",1,"VI","B",6.049489253,7e+06,1.36e+09,"SA",4.571558,-73.61691,6,157.833333333333,-12.0629770992366,NA,NA,NA,NA,NA,NA,6,0.166666666666667,0.723655127916779,78,0,9000064,63,0,1,NA,NA,NA
"30","100735",2,"VI","B",28.91061172,2.7e+07,6.42e+08,"SA",5.057078,-74.56135,34,-30.0588235294118,-169.673662830061,NA,NA,NA,NA,NA,NA,27,-1.88888892421016,-1.08740157592954,377,-1e+06,9e+06,299,2,2,NA,NA,NA
"31","100736",1,"VI","B",27.27806565,2.7e+07,1312999936,"SA",4.714189,-73.73022,31,129.58064516129,-1.36453608247423,NA,NA,NA,NA,NA,NA,27,0.962962945302328,0.570605191900453,352,0,1e+07,288,0,0,NA,NA,NA
"32","100737",1,"VI","B",44.56971127,4.6e+07,NA,"SA",4.745279,-73.76596,52,167,-7.93141683778234,NA,NA,NA,NA,NA,NA,48,0.958333333333333,0.665408215471009,NA,NA,NA,468,0,0,NA,NA,NA
"33","100738",1,"VI","B",2.170662739,2e+06,3.4e+07,"SA",5.134852,-73.57364,3,53,-57.9621554915673,NA,NA,NA,NA,NA,NA,3,0.666666666666667,0.232357184702653,27,0,2e+06,24,0,0,NA,NA,NA
"34","100739",1,"VI","B",32.07627386,3.1e+07,2e+08,"SA",4.288623,-73.78134,35,214.628571428571,59.4381663113006,NA,NA,NA,NA,NA,NA,32,0.843750044703484,1.5442933637417,414,0,1e+06,334,0,1,NA,NA,NA
"35","100741",1,"VI","B",0.94894141,1e+06,1.49e+08,"SA",4.418832,-74.3207,2,80,64.9624129930394,NA,NA,NA,NA,NA,NA,1,6,-0.948931743975665,13,0,0,10,0,0,NA,NA,NA
"36","100742",1,"VI","B",19.44826351,1.9e+07,3.3e+08,"SA",4.325865,-74.50059,25,217.48,16.2331331684917,NA,NA,NA,NA,NA,NA,18,-4.83333338631524,-0.837448563202909,256,0,2e+06,204,-2,0,NA,NA,NA
"37","100743",1,"VI","B",16.37986989,1.3e+07,1.9e+08,"SA",4.363715,-74.46191,20,154.25,27.8100292825769,NA,NA,NA,NA,NA,NA,18,-1.61111116409302,-0.934131743869178,163,0,-1e+06,168,0,0,NA,NA,NA
"38","100746",1,"VI","B",135.7212488,1.37e+08,1340999936,"SA",2.789017,-75.09849,157,200.503184713376,7.85522388059701,NA,NA,NA,NA,NA,NA,134,2.12686571790211,-0.0568377528156119,1744,3e+06,1e+06,1419,1,0,NA,NA,NA
"39","100747",1,"VI","B",502.5255282,5e+08,3212999936,"SA",1.025223,-77.13448,542,-435.59963099631,-171.074714903657,2,0,-0.2,2,0,-0.2,504,0.888888894565522,1.58447800636728,6488,-5e+06,-8e+06,4825,0,0,NA,NA,NA
"40","100749",1,"VI","B",24.39585373,2.3e+07,9.81e+08,"SA",8.152604,-73.34365,31,123.161290322581,6.05210753401925,NA,NA,NA,NA,NA,NA,22,0.909090909090909,0.462912623396198,312,0,0,257,0,0,NA,NA,NA
"41","10075",1,"Ia","A",7.631832026,8e+06,7.57e+08,"AS",5.333608,118.9362,7,-45.7142857142857,-58.6094299788881,NA,NA,NA,NA,NA,NA,8,1.99999997019768,5.18404690732636,100,2e+06,1.25e+08,79,-1,0,NA,NA,NA
"42","100750",1,"VI","B",80.5890608,7.7e+07,1795000064,"SA",7.907934,-73.20444,91,29.989010989011,10.1785294117647,NA,NA,NA,NA,NA,NA,78,0.0769230769230769,0.430536448463613,1037,-1e+06,2e+06,855,0,0,NA,NA,NA
"43","100751",1,"VI","B",6.115341279,4e+06,7.07e+08,"SA",4.89478,-75.72439,8,91.25,28.2126765941199,NA,NA,NA,NA,NA,NA,6,-0.166666666666667,-0.271767806881021,77,0,2e+07,65,0,0,NA,NA,NA
"44","100753",1,"VI","B",7.960149588,3e+06,3.6e+07,"SA",8.240595,-73.25742,8,-52.5,-33.4005285013213,NA,NA,NA,NA,NA,NA,7,0.714285578046526,0.500221536600014,60,0,-1e+06,85,0,0,NA,NA,NA
"45","100755",1,"VI","B",101.5801969,1.01e+08,3.084e+09,"SA",5.972478,-74.11997,118,90.8559322033898,7.0237650200267,NA,NA,NA,NA,NA,NA,100,0.270000014305115,0.606562503576279,1311,0,4999936,1067,1,0,NA,NA,NA
"46","100756",2,"VI","B",6.414377181,4e+06,2327000064,"SA",5.182005,-74.9221,6,-23,-122.118600368324,NA,NA,NA,NA,NA,NA,7,0.285714149475098,-0.125161290117489,82,0,9000064,67,0,1,NA,NA,NA
"47","100757",1,"VI","B",4.699486607,4e+06,2011000064,"SA",8.643732,-73.68236,7,526.857142857143,-54.5198135198135,NA,NA,NA,NA,NA,NA,6,1.66666666666667,0.809264303228186,NA,NA,NA,50,0,0,NA,NA,NA
"48","100758",13,"VI","B",66.91716475,7.1e+07,2.996e+09,"SA",9.544682,-75.3616,73,89.3013698630137,32.3736797031116,NA,NA,NA,NA,NA,NA,64,0.734374992549419,0.77183003216613,862,0,123000064,710,0,0,NA,NA,NA
"49","100759",13,"VI","B",2.940530595,3e+06,NA,"SA",11.19428,-74.05032,4,282,-96.1427664974619,NA,NA,NA,NA,NA,NA,3,1.00000031789144,0.911225240893514,NA,NA,NA,31,0,-1,NA,NA,NA
"50","100760",1,"VI","B",41.84386364,4.4e+07,1.2e+07,"SA",6.838024,-71.98521,50,-321.06,-75.3800407331976,NA,NA,NA,NA,NA,NA,42,1.88095238095238,0.733971286276311,534,-2e+06,0,442,1,0,NA,NA,NA
"51","100761",1,"VI","B",16.58345244,1.5e+07,1.436e+09,"SA",6.393404,-71.92837,18,25.1666666666667,-12.9857566765579,NA,NA,NA,NA,NA,NA,15,1,1.48221145927037,211,-1e+06,-1e+07,173,1,0,NA,NA,NA
"52","100762",1,"VI","B",26.97900356,2.9e+07,1684999936,"SA",5.415349,-72.50404,30,84.6,-33.2592592592593,NA,NA,NA,NA,NA,NA,28,0.928571394511632,1.47771978875998,347,0,-1999872,286,0,0,NA,NA,NA
"53","100763",1,"VI","B",5.372263497,5e+06,8.7e+08,"SA",4.199438,-73.60981,5,63,68.176834295136,NA,NA,NA,NA,NA,NA,4,2.5,2.51534036067623,71,1e+06,3e+06,57,1,1,NA,NA,NA
"54","100764",1,"VI","B",616.1443143,5.49e+08,1.018e+09,"SA",8.328929,-77.2986,726,208.348484848485,24.2690955576862,NA,NA,NA,NA,NA,NA,604,2.87913906732142,1.15655557661077,7128,1e+06,0,6497,0,0,NA,NA,NA
"55","100767",1,"VI","B",55.9289044,5.4e+07,2.44e+08,"SA",3.81883,-76.8586,63,-217.063492063492,-165.357584403233,NA,NA,NA,NA,NA,NA,55,0.218181809512052,1.06674021170143,703,0,0,587,0,0,NA,NA,NA
"56","100798",4,"V","B",496.1081429,4.89e+08,14782000128,"EU",46.07994,18.24764,801,187.157303370787,236.019366700715,NA,NA,NA,NA,NA,NA,486,-1.31275720262724,1.21284651867516,6397,4e+06,-54000128,6684,1,0,NA,NA,NA
"57","1008",11,"V","B",26348.42802,2950000128,3952999936,"NTA",68.00764,-159.819,81595,75.3281941295423,73.372624954617,87,-0.685356852652013,-0.666155816672684,87,-0.777668310993019,-0.683457022653772,26356,0,-0.0141245571397344,37849,0,0,726354,0,0,NA,NA,NA
"58","10087",10,"VI","B",1196.807897,1.198e+09,5758000128,"AS",28.64106,83.00691,1582,27.8786346396966,35.3298305530014,2,19.5,2.72044775221083,2,3,1.39999998940362,1194,1.01088777618792,1.24586290334174,15437,0,-7000064,14266,0,0,NA,NA,NA
"59","10089",1,"IV","A",559.370201,5.58e+08,1.736e+09,"AS",27.34672,84.82101,729,148.429355281207,134.811818703385,1,9.54250335693359,1.76185329755147,1,4.86850166320801,5.93122005462646,562,6.94306041337417,2.70513136282433,7200,1e+06,-2e+06,6596,-1,0,560,3.6e+07,6.6e+07
"60","10091",10,"VI","B",7789.783361,7791000064,7100000256,"AS",28.75482,83.98466,10248,-9.92925448868072,3.80287959936009,12,2.54166666666667,0.291666656732559,12,0.916666666666667,0.375,7782,1.01963323269703,0.371070498392575,100508,1999872,-11999744,92905,0,0,NA,NA,NA
"61","101",12,"II","A",87.44017787,1e+06,2.12e+09,"SA",-30.83627,-71.62032,1,-520,-326.358144552319,NA,NA,NA,NA,NA,NA,1,0,0.263717044950988,16,0,0,14,0,0,NA,NA,NA
"62","1010",11,"V","B",13250.90629,13123000320,18122000384,"NTA",58.80261,-136.8397,19000,23.0225263157895,15.7468309321387,36,-0.333333333333333,-0.341666668653488,36,-0.0833333333333333,-0.225,10777,-0.168602738696945,-0.161153963696523,169473,-1999872,-9000960,213725,0,0,NA,NA,NA
"63","10105",1,"V","B",106.5079745,1.02e+08,3.868e+09,"AS",2.208229,103.9532,109,122.596330275229,-87.1420198376916,NA,NA,NA,NA,NA,NA,101,-4.11881186230348,-2.38970963747235,1316,4e+06,-125000064,1011,0,1,NA,NA,NA
"64","10106",1,"V","B",877.2613574,8.79e+08,3396999936,"AS",2.075536,103.6511,981,127.809378185525,-13.5273682426707,1,0,-0.166666666666667,1,0,-0.166666666666667,875,-5.48114285251072,-0.156855089147334,11278,2.5e+07,-142999936,8555,0,1,NA,NA,NA
"65","10110",1,"II","A",375.5064513,3.67e+08,4711000064,"AS",16.13713,107.7825,454,124.969162995595,95.9696339434276,NA,NA,NA,NA,NA,NA,371,-0.29110511036896,-0.398990979983403,4842,-1e+06,-45999872,4047,2,0,NA,NA,NA
"66","10114",1,"V","B",16.75730631,1.7e+07,2.244e+09,"AS",20.08315,105.6973,19,371.315789473684,101.311557788945,NA,NA,NA,NA,NA,NA,18,-0.111111058129205,0.700801417961358,217,1e+06,2.5e+07,174,1,0,NA,NA,NA
"67","10117",1,"V","B",28.7340395,3e+07,2.388e+09,"AS",21.3693,105.3313,35,245.028571428571,65.4778470626846,NA,NA,NA,NA,NA,NA,31,-0.48387090621456,1.29200652372973,367,0,4e+06,317,1,0,NA,NA,NA
"68","10118",1,"VI","B",3243.42321,2817999872,9402999808,"AS",12.98747,103.9497,3412,79.3053927315358,-78.1809820100095,4,22.3021302223206,3.31316296950631,4,43.7743301391602,32.2986290454865,3236,4.83930775806842,1.76701327497369,36394,-9999872,-47000064,34186,1,0,2826,7.81e+08,5.07e+08
"69","10120",2,"IV","A",2231.210163,2232999936,2310000128,"AS",12.71352,106.8501,2656,-58.4085090361446,-74.6851768920734,4,-12.5747044086456,-8.07133722305298,4,3.14482069015503,-12.6910050710042,2231,-0.923800985383539,-1.03891947188088,28786,0,-7000064,23936,0,1,2231,-2.12e+08,-1.6e+08
"70","10121",2,"IV","A",2529.170979,2521999872,4918000128,"AS",13.32409,106.9229,3032,-59.0540897097625,-135.522163120567,4,7.26144552230835,-3.53481113910675,4,-22.4891805648804,-13.2517919540405,2532,1.58603292821331,1.46006926741447,32625,-7000064,-136999936,26823,0,0,2525,-44999936,6e+07
"71","101232",13,"II","A",1301.099055,1292999936,6.632e+09,"AF",29.83714,-6.418618,1745,0,5.45496509795091,3,0,0,3,0,0,1303,0.0222563303075016,0.00859598686676762,16779,0,0,15690,0,0,NA,NA,NA
"72","10130",1,"VI","B",3594.859279,3536999936,4533000192,"AS",17.91273,105.3865,4381,-56.7543939739785,-76.2743421052632,6,-0.67111078898112,-0.776612705654568,6,3.16666666666667,4.62790976630317,3591,-0.575884154101196,-0.970808789094119,45652,-4999936,-52999936,39500,1,0,3537,1.9e+07,1e+07
"73","10132",1,"VI","B",1780.578351,1776999936,6.04e+09,"AS",18.62086,101.3147,2185,6.66224256292906,-134.856428281736,2,5.61073935031891,2.27568107843399,2,37.0935583114624,32.7441866397858,1776,0.904279261022001,1.45385212532306,22975,-5000064,-158000128,19640,0,0,1771,1.47e+08,8.71e+08
"74","101392",1,"V","B",73.36081059,3.9e+07,9.38e+08,"AS",15.52601,119.9337,10,16.2,-7.60463697376449,NA,NA,NA,NA,NA,NA,9,-0.444444550408257,-0.785509317471957,498,0,2e+06,64,0,0,NA,NA,NA
"75","101403",1,"V","B",140.3147394,1.44e+08,1.852e+09,"AS",6.370705,125.0649,162,1.95679012345679,26.8197530864198,1,7.7142858505249,17.878501256307,1,3,2.96900880336761,143,-1.93006994007351,-0.736488656415168,1812,-1e+06,4e+06,1476,0,0,NA,NA,NA
"76","101409_A",13,"Ia","A",1655.644084,7.21e+08,5448999936,"NTA",31.8323,-114.8092,564,-7.29255319148936,-36.9160775370582,1,0,3.86197959052192,1,0,-0.33684229850769,541,0.767097957032886,1.0988477829227,9223,-1.3e+07,-3000064,7678,0,-1,NA,NA,NA
"77","101409_B",13,"VI","B",7726.80911,3167000064,5712999936,"NTA",31.66677,-114.5984,3842,-11.2214992191567,-41.5834468002334,7,0,1.6337497108861,7,0,-0.948538064956665,2896,0.87085635935404,0.996464114013675,40852,-33000192,6999808,35877,0,-1,NA,NA,NA
"78","101411_A",2,"Ia","A",326.873293,3.28e+08,NA,"NTA",23.52247,-109.9363,413,509.912832929782,383.611479028698,NA,NA,NA,NA,NA,NA,327,0.847094802681459,1.40980573763569,NA,NA,NA,3722,-1,0,NA,NA,NA
"79","101411_B",2,"VI","B",803.3791871,8.03e+08,5442999808,"NTA",23.53347,-109.9674,1015,490.283743842365,359.560319388995,3,0,0,3,0,0,806,0.910669971932253,1.43245595098449,10358,1.8e+07,119999488,9166,-2,0,NA,NA,NA
"80","101414_A",2,"Ia","A",81.54010309,8.1e+07,3438000128,"NTA",19.499,-104.9998,98,836.459183673469,613.831803005008,NA,NA,NA,NA,NA,NA,79,-4.10126579864116,-1.44858871448425,1057,0,-6e+07,902,0,0,NA,NA,NA
"81","101414_B",2,"VI","B",50.67437192,5.4e+07,1.6e+07,"NTA",19.47086,-104.9887,60,811.116666666667,623.991678224688,NA,NA,NA,NA,NA,NA,51,-3.90196083106247,-1.42143254039157,655,-1e+06,0,561,0,-1,NA,NA,NA
"82","101415",5,"Ia","A",0.43682702,1e+06,2.44e+08,"NTA",49.63843,-125.1113,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.449941793753743,8,0,1e+06,4,0,0,NA,NA,NA
"83","101416_A",1,"Ia","A",168.6164407,1.66e+08,3871000064,"NTA",22.26678,-98.92734,209,78.1435406698565,202.909072291624,NA,NA,NA,NA,NA,NA,167,-3.77844314518089,-3.4462490354687,2170,0,1e+06,1897,-1,-2,NA,NA,NA
"84","101416_B",1,"VI","B",47.35791912,4.6e+07,1.68e+08,"NTA",22.23552,-98.93921,56,178.589285714286,200.51654448187,NA,NA,NA,NA,NA,NA,46,-5.17391312640646,-3.46991546826242,616,0,0,542,-1,-2,NA,NA,NA
"85","101421_A",NA,NA,NA,NA,NA,2e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","101421_B",5,"Ia","A",1.426198158,NA,2.122e+09,"NTA",48.57201,-124.3709,3,-134.666666666667,226.462066182405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,-1,NA,NA,NA
"87","101430",1,"VI","B",7102.006169,5961999872,8860999680,"NTA",18.5741,-91.745,3837,-53.9679437060203,58.0435185185185,7,-0.990078091621399,-3.04636730867274,7,-1.92244144439298,-1.2797176767798,3889,-2.04757006672913,-3.11500547660048,77065,103000064,-32999936,34730,1,0,5981,-9.7e+07,-6.07e+08
"88","101431",13,"VI","B",2082.324614,2.088e+09,6061000192,"NTA",29.05201,-102.6048,2764,-2.58357452966715,-18.1184437330707,3,0,0.875,3,0,0.132352941203862,2081,0.37971216528992,0.361606609431109,26866,0,-2000384,24906,-1,0,NA,NA,NA
"89","101434",7,"Ib","A",44.97402343,4.7e+07,3.58e+08,"AF",-4.10036,29.546,47,-271.765957446808,-133.581273764259,NA,NA,NA,NA,NA,NA,46,-3.21739132507988,0.323059974296708,582,3e+06,-3e+06,466,1,1,NA,NA,NA
"90","101447",12,"IV","A",4.006694151,3e+06,2.26e+09,"EU",41.08611,20.39253,5,44.8,144.460542168675,NA,NA,NA,NA,NA,NA,4,0,-1.62616408997259,47,0,5000064,58,0,0,NA,NA,NA
"91","101457",13,"VI","B",2786.60879,2.788e+09,7473999872,"NTA",29.10421,-103.8237,3704,-10.258909287257,20.8096295548602,4,0,0,4,0,0,2778,-0.00177759734566389,0.0698242371593134,35941,0,-5999616,33328,0,0,NA,NA,NA
"92","101464",12,"VI","B",47.47826584,4.8e+07,2.836e+09,"EU",41.85636,20.14014,76,-203.934210526316,118.653121452894,1,-6,-3.33333333333333,1,-1,-1,47,3.40425533943988,-2.89971750452694,611,0,11999744,670,-1,0,NA,NA,NA
"93","101504",1,"Ia","A",235.0549734,2.42e+08,2e+06,"AS",16.72202,101.3929,285,-166.017543859649,-191.525862068966,1,11.6999998092651,3.73174023628235,1,10.3333330154419,0.495568990707397,239,-4.27615067948856,-0.294030406451199,NA,NA,NA,2539,0,0,NA,NA,NA
"94","101571",3,"II","A",236.1972969,2.36e+08,9.74e+08,"NTA",20.87342,-99.22831,291,381.810996563574,342.902591170825,NA,NA,NA,NA,NA,NA,235,-0.0127659574468085,-0.0553229662932848,3049,0,-4e+06,2649,-1,0,NA,NA,NA
"95","101590",11,"II","A",18886.10444,18915999744,17660000256,"NTA",68.7498,-121.8127,59893,-1.70954869517306,-20.5069597224573,65,-0.223185726312491,-0.105000000340598,65,-0.469230772898747,-0.19285714328289,18907,0,0.00348743490341107,243675,0,5000192,522163,0,0,NA,NA,NA
"96","101592",1,"Ia","A",336.2590654,3.32e+08,5.31e+08,"AS",10.66419,98.91869,396,64.1111111111111,26.6429030186256,NA,NA,NA,NA,NA,NA,337,-0.0949554966889786,2.4241170573638,4328,0,-3.2e+07,3562,0,0,NA,NA,NA
"97","101593",2,"Ia","A",498.3828518,5.04e+08,4467999744,"AS",14.39342,103.729,590,45.828813559322,-3.17703028678638,2,-3.34251689910889,-2.66778022050858,2,-6.6713924407959,5.28443741798401,496,-2.72782259506564,-0.382201484249534,6394,2e+06,-1.02e+08,5274,0,0,NA,NA,NA
"98","101596",5,"II","A",678.7234961,6.75e+08,4.824e+09,"NTA",51.30383,-123.1591,1265,-81.1478260869565,-165.252502530649,1,0,3.46358222961426,1,0,0.654285717010498,674,0,0,8751,0,-28999680,11334,0,-1,NA,NA,NA
"99","101597_A",5,"II","A",16.50021159,2e+07,2577999872,"NTA",49.63491,-126.5388,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,-0.013690815268417,214,0,0,220,0,0,NA,NA,NA
"100","101635_A",5,"II","A",2.586084343,1e+06,1.22e+08,"NTA",49.8372,-127.0524,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.035714285526456,NA,NA,NA,37,0,0,NA,NA,NA
"101","101637",5,"II","A",14.0330789,1.4e+07,1.003e+09,"NTA",48.78164,-123.9266,24,80.375,185.399916943522,NA,NA,NA,NA,NA,NA,12,0,-0.797623215876689,177,0,-8e+06,236,0,-1,NA,NA,NA
"102","101638",5,"II","A",217.9083867,2.18e+08,3524999936,"NTA",52.10438,-118.0657,406,13.9753694581281,32.0925592804579,1,-23.1764717102051,-3.75,1,-3,-0.875,216,0,-0.00170019835647492,2808,0,-6000128,3692,0,0,NA,NA,NA
"103","101641",5,"II","A",42.6854998,4.4e+07,2832999936,"NTA",51.4998,-121.5198,84,68.8809523809524,98.6299734748011,NA,NA,NA,NA,NA,NA,42,0,-0.200562982681685,560,0,-8e+06,557,0,1,NA,NA,NA
"104","101642",5,"II","A",28.12212623,3e+07,1531000064,"NTA",49.08485,-115.6571,48,86.1666666666667,231.203020879609,NA,NA,NA,NA,NA,NA,30,0,0.0377506879760766,364,0,-6000128,451,0,-1,NA,NA,NA
"105","101643",5,"Ib","A",394.6187827,3.95e+08,1987000064,"NTA",49.26938,-118.2688,681,81.7665198237885,58.8411602209945,1,0,-0.875,1,0,-0.25,398,0.0929648227727593,-0.0414272028367638,5100,0,-2e+06,6289,0,1,NA,NA,NA
"106","101647",5,"Ib","A",411.2363527,4.06e+08,4543000064,"NTA",49.74442,-118.4802,740,163.163513513514,71.658125,1,-2.20000004768372,-2.66666666666667,1,-4,-0.24093567331632,415,0.0433734939759036,0.0435739435963857,5299,0,-999936,6655,0,-1,NA,NA,NA
